00:00:00:000
00:00:00:070
17,19,0,1.00000
17,17,0,1.00000
17,16,0,1.00000
17,14,0,0.00000
17,13,0,1.00000
17,10,0,1.00000
17,4,0,0.00000
17,2,0,1.00000
17,1,0,1.00000
17,0,0,1.00000
16,16,0,0.00000
16,15,0,0.00000
16,14,0,1.00000
16,13,0,0.00000
16,4,0,1.00000
16,2,0,0.00000
16,0,0,0.00000
15,16,0,1.00000
15,15,0,1.00000
15,13,0,1.00000
15,2,0,1.00000
15,1,0,0.00000
15,0,0,1.00000
14,14,0,0.00000
14,13,0,0.00000
14,12,0,0.00000
14,2,0,0.00000
14,1,0,1.00000
13,16,0,0.00000
13,14,0,1.00000
13,13,0,1.00000
13,12,0,1.00000
13,2,0,1.00000
12,16,0,1.00000
12,15,0,0.00000
12,14,0,0.00000
12,9,0,0.00000
11,16,0,0.00000
11,13,0,0.00000
11,12,0,0.00000
11,9,0,1.00000
11,8,0,0.00000
11,3,0,0.00000
11,2,0,0.00000
10,17,0,0.00000
10,16,0,1.00000
10,15,0,1.00000
10,13,0,1.00000
10,12,0,1.00000
10,11,0,0.00000
10,10,0,0.00000
10,9,0,0.00000
10,8,0,1.00000
10,7,0,0.00000
10,3,0,1.00000
10,2,0,1.00000
10,1,0,0.00000
9,17,0,1.00000
9,14,0,0.00000
9,13,0,0.00000
9,12,0,0.00000
9,11,0,1.00000
9,10,0,1.00000
9,9,0,1.00000
9,8,0,0.00000
9,6,0,0.00000
9,4,0,0.00000
9,3,0,0.00000
9,2,0,0.00000
9,1,0,1.00000
8,14,0,1.00000
8,13,0,1.00000
8,12,0,1.00000
8,8,0,1.00000
8,7,0,1.00000
8,6,0,1.00000
8,4,0,1.00000
8,3,0,1.00000
8,2,0,1.00000
7,18,0,0.00000
7,15,0,0.00000
7,12,0,0.00000
7,8,0,0.00000
6,18,0,1.00000
6,15,0,1.00000
6,14,0,0.00000
6,12,0,1.00000
6,9,0,0.00000
6,8,0,1.00000
5,18,0,0.00000
5,14,0,1.00000
5,13,0,0.00000
5,12,0,0.00000
5,9,0,1.00000
5,8,0,0.00000
5,0,0,0.00000
4,18,0,1.00000
4,13,0,1.00000
4,12,0,1.00000
4,11,0,0.00000
4,10,0,0.00000
4,8,0,1.00000
4,3,0,0.00000
4,1,0,0.00000
4,0,0,1.00000
3,19,0,0.00000
3,11,0,1.00000
3,10,0,1.00000
3,3,0,1.00000
3,1,0,1.00000
2,19,0,1.00000
2,17,0,0.00000
2,9,0,0.00000
1,19,0,0.00000
1,18,0,0.00000
1,17,0,1.00000
1,16,0,0.00000
1,15,0,0.00000
1,9,0,1.00000
0,19,0,1.00000
0,18,0,1.00000
0,17,0,0.00000
0,16,0,1.00000
0,15,0,1.00000
0,1,0,0.00000
0,0,0,0.00000
00:00:08:840
10,14,0,1.00000
2,2,0,0.00000
1,2,0,1.00000
00:00:08:850
16,3,0,0.00000
15,3,0,1.00000
00:00:08:900
19,19,0,1.00000
19,18,0,1.00000
19,17,0,0.00000
19,16,0,1.00000
19,15,0,1.00000
19,1,0,0.00000
19,0,0,0.00000
18,17,0,1.00000
18,15,0,0.00000
18,14,0,0.00000
18,1,0,1.00000
18,0,0,1.00000
17,19,0,0.00000
17,17,0,0.00000
17,16,0,0.00000
17,15,0,1.00000
17,14,0,1.00000
17,13,0,0.00000
17,10,0,0.00000
17,2,0,0.00000
17,1,0,0.00000
17,0,0,0.00000
16,19,0,1.00000
16,17,0,1.00000
16,16,0,1.00000
16,14,0,0.00000
16,13,0,1.00000
16,10,0,1.00000
16,4,0,0.00000
16,2,0,1.00000
16,1,0,1.00000
16,0,0,1.00000
15,16,0,0.00000
15,15,0,0.00000
15,14,0,1.00000
15,13,0,0.00000
15,4,0,1.00000
15,2,0,0.00000
15,0,0,0.00000
14,16,0,1.00000
14,15,0,1.00000
14,13,0,1.00000
14,2,0,1.00000
14,1,0,0.00000
14,0,0,1.00000
13,14,0,0.00000
13,13,0,0.00000
13,12,0,0.00000
13,2,0,0.00000
13,1,0,1.00000
12,16,0,0.00000
12,14,0,1.00000
12,13,0,1.00000
12,12,0,1.00000
12,2,0,1.00000
11,16,0,1.00000
11,15,0,0.00000
11,14,0,0.00000
11,9,0,0.00000
10,16,0,0.00000
10,13,0,0.00000
10,12,0,0.00000
10,9,0,1.00000
10,8,0,0.00000
10,3,0,0.00000
10,2,0,0.00000
9,17,0,0.00000
9,16,0,1.00000
9,15,0,1.00000
9,13,0,1.00000
9,12,0,1.00000
9,11,0,0.00000
9,10,0,0.00000
9,9,0,0.00000
9,8,0,1.00000
9,7,0,0.00000
9,3,0,1.00000
9,2,0,1.00000
9,1,0,0.00000
8,17,0,1.00000
8,14,0,0.00000
8,13,0,0.00000
8,12,0,0.00000
8,11,0,1.00000
8,10,0,1.00000
8,9,0,1.00000
8,8,0,0.00000
8,6,0,0.00000
8,4,0,0.00000
8,3,0,0.00000
8,2,0,0.00000
8,1,0,1.00000
7,14,0,1.00000
7,13,0,1.00000
7,12,0,1.00000
7,8,0,1.00000
7,7,0,1.00000
7,6,0,1.00000
7,4,0,1.00000
7,3,0,1.00000
7,2,0,1.00000
6,18,0,0.00000
6,15,0,0.00000
6,12,0,0.00000
6,8,0,0.00000
5,18,0,1.00000
5,15,0,1.00000
5,14,0,0.00000
5,12,0,1.00000
5,9,0,0.00000
5,8,0,1.00000
4,18,0,0.00000
4,14,0,1.00000
4,13,0,0.00000
4,12,0,0.00000
4,9,0,1.00000
4,8,0,0.00000
4,0,0,0.00000
3,18,0,1.00000
3,13,0,1.00000
3,12,0,1.00000
3,11,0,0.00000
3,10,0,0.00000
3,8,0,1.00000
3,3,0,0.00000
3,1,0,0.00000
3,0,0,1.00000
2,19,0,0.00000
2,11,0,1.00000
2,10,0,1.00000
2,3,0,1.00000
2,1,0,1.00000
1,19,0,1.00000
1,17,0,0.00000
1,9,0,0.00000
0,19,0,0.00000
0,18,0,0.00000
0,17,0,1.00000
0,16,0,0.00000
0,15,0,0.00000
0,9,0,1.00000
00:00:08:940
0,2,0,1.00000
9,14,0,1.00000
1,2,0,0.00000
00:00:08:950
15,3,0,0.00000
14,3,0,1.00000
00:00:09:000
19,19,0,0.00000
19,18,0,0.00000
19,17,0,1.00000
19,16,0,0.00000
19,15,0,0.00000
19,9,0,1.00000
18,19,0,1.00000
18,18,0,1.00000
18,17,0,0.00000
18,16,0,1.00000
18,15,0,1.00000
18,1,0,0.00000
18,0,0,0.00000
17,17,0,1.00000
17,15,0,0.00000
17,14,0,0.00000
17,1,0,1.00000
17,0,0,1.00000
16,19,0,0.00000
16,17,0,0.00000
16,16,0,0.00000
16,15,0,1.00000
16,14,0,1.00000
16,13,0,0.00000
16,10,0,0.00000
16,2,0,0.00000
16,1,0,0.00000
16,0,0,0.00000
15,19,0,1.00000
15,17,0,1.00000
15,16,0,1.00000
15,14,0,0.00000
15,13,0,1.00000
15,10,0,1.00000
15,4,0,0.00000
15,2,0,1.00000
15,1,0,1.00000
15,0,0,1.00000
14,16,0,0.00000
14,15,0,0.00000
14,14,0,1.00000
14,13,0,0.00000
14,4,0,1.00000
14,2,0,0.00000
14,0,0,0.00000
13,16,0,1.00000
13,15,0,1.00000
13,13,0,1.00000
13,2,0,1.00000
13,1,0,0.00000
13,0,0,1.00000
12,14,0,0.00000
12,13,0,0.00000
12,12,0,0.00000
12,2,0,0.00000
12,1,0,1.00000
11,16,0,0.00000
11,14,0,1.00000
11,13,0,1.00000
11,12,0,1.00000
11,2,0,1.00000
10,16,0,1.00000
10,15,0,0.00000
10,14,0,0.00000
10,9,0,0.00000
9,16,0,0.00000
9,13,0,0.00000
9,12,0,0.00000
9,9,0,1.00000
9,8,0,0.00000
9,3,0,0.00000
9,2,0,0.00000
8,17,0,0.00000
8,16,0,1.00000
8,15,0,1.00000
8,13,0,1.00000
8,12,0,1.00000
8,11,0,0.00000
8,10,0,0.00000
8,9,0,0.00000
8,8,0,1.00000
8,7,0,0.00000
8,3,0,1.00000
8,2,0,1.00000
8,1,0,0.00000
7,17,0,1.00000
7,14,0,0.00000
7,13,0,0.00000
7,12,0,0.00000
7,11,0,1.00000
7,10,0,1.00000
7,9,0,1.00000
7,8,0,0.00000
7,6,0,0.00000
7,4,0,0.00000
7,3,0,0.00000
7,2,0,0.00000
7,1,0,1.00000
6,14,0,1.00000
6,13,0,1.00000
6,12,0,1.00000
6,8,0,1.00000
6,7,0,1.00000
6,6,0,1.00000
6,4,0,1.00000
6,3,0,1.00000
6,2,0,1.00000
5,18,0,0.00000
5,15,0,0.00000
5,12,0,0.00000
5,8,0,0.00000
4,18,0,1.00000
4,15,0,1.00000
4,14,0,0.00000
4,12,0,1.00000
4,9,0,0.00000
4,8,0,1.00000
3,18,0,0.00000
3,14,0,1.00000
3,13,0,0.00000
3,12,0,0.00000
3,9,0,1.00000
3,8,0,0.00000
3,0,0,0.00000
2,18,0,1.00000
2,13,0,1.00000
2,12,0,1.00000
2,11,0,0.00000
2,10,0,0.00000
2,8,0,1.00000
2,3,0,0.00000
2,1,0,0.00000
2,0,0,1.00000
1,19,0,0.00000
1,11,0,1.00000
1,10,0,1.00000
1,3,0,1.00000
1,1,0,1.00000
0,19,0,1.00000
0,17,0,0.00000
0,9,0,0.00000
00:00:09:040
19,2,0,1.00000
8,14,0,1.00000
0,2,0,0.00000
00:00:09:050
14,3,0,0.00000
13,3,0,1.00000
00:00:09:100
19,19,0,1.00000
19,17,0,0.00000
19,9,0,0.00000
18,19,0,0.00000
18,18,0,0.00000
18,17,0,1.00000
18,16,0,0.00000
18,15,0,0.00000
18,9,0,1.00000
17,19,0,1.00000
17,18,0,1.00000
17,17,0,0.00000
17,16,0,1.00000
17,15,0,1.00000
17,1,0,0.00000
17,0,0,0.00000
16,17,0,1.00000
16,15,0,0.00000
16,14,0,0.00000
16,1,0,1.00000
16,0,0,1.00000
15,19,0,0.00000
15,17,0,0.00000
15,16,0,0.00000
15,15,0,1.00000
15,14,0,1.00000
15,13,0,0.00000
15,10,0,0.00000
15,2,0,0.00000
15,1,0,0.00000
15,0,0,0.00000
14,19,0,1.00000
14,17,0,1.00000
14,16,0,1.00000
14,14,0,0.00000
14,13,0,1.00000
14,10,0,1.00000
14,4,0,0.00000
14,2,0,1.00000
14,1,0,1.00000
14,0,0,1.00000
13,16,0,0.00000
13,15,0,0.00000
13,14,0,1.00000
13,13,0,0.00000
13,4,0,1.00000
13,2,0,0.00000
13,0,0,0.00000
12,16,0,1.00000
12,15,0,1.00000
12,13,0,1.00000
12,2,0,1.00000
12,1,0,0.00000
12,0,0,1.00000
11,14,0,0.00000
11,13,0,0.00000
11,12,0,0.00000
11,2,0,0.00000
11,1,0,1.00000
10,16,0,0.00000
10,14,0,1.00000
10,13,0,1.00000
10,12,0,1.00000
10,2,0,1.00000
9,16,0,1.00000
9,15,0,0.00000
9,14,0,0.00000
9,9,0,0.00000
8,16,0,0.00000
8,13,0,0.00000
8,12,0,0.00000
8,9,0,1.00000
8,8,0,0.00000
8,3,0,0.00000
8,2,0,0.00000
7,17,0,0.00000
7,16,0,1.00000
7,15,0,1.00000
7,13,0,1.00000
7,12,0,1.00000
7,11,0,0.00000
7,10,0,0.00000
7,9,0,0.00000
7,8,0,1.00000
7,7,0,0.00000
7,3,0,1.00000
7,2,0,1.00000
7,1,0,0.00000
6,17,0,1.00000
6,14,0,0.00000
6,13,0,0.00000
6,12,0,0.00000
6,11,0,1.00000
6,10,0,1.00000
6,9,0,1.00000
6,8,0,0.00000
6,6,0,0.00000
6,4,0,0.00000
6,3,0,0.00000
6,2,0,0.00000
6,1,0,1.00000
5,14,0,1.00000
5,13,0,1.00000
5,12,0,1.00000
5,8,0,1.00000
5,7,0,1.00000
5,6,0,1.00000
5,4,0,1.00000
5,3,0,1.00000
5,2,0,1.00000
4,18,0,0.00000
4,15,0,0.00000
4,12,0,0.00000
4,8,0,0.00000
3,18,0,1.00000
3,15,0,1.00000
3,14,0,0.00000
3,12,0,1.00000
3,9,0,0.00000
3,8,0,1.00000
2,18,0,0.00000
2,14,0,1.00000
2,13,0,0.00000
2,12,0,0.00000
2,9,0,1.00000
2,8,0,0.00000
2,0,0,0.00000
1,18,0,1.00000
1,13,0,1.00000
1,12,0,1.00000
1,11,0,0.00000
1,10,0,0.00000
1,8,0,1.00000
1,3,0,0.00000
1,1,0,0.00000
1,0,0,1.00000
0,19,0,0.00000
0,11,0,1.00000
0,10,0,1.00000
0,3,0,1.00000
0,1,0,1.00000
00:00:09:140
18,2,0,1.00000
7,14,0,1.00000
19,2,0,0.00000
00:00:09:150
13,3,0,0.00000
12,3,0,1.00000
00:00:09:200
19,19,0,0.00000
19,11,0,1.00000
19,10,0,1.00000
19,3,0,1.00000
19,1,0,1.00000
18,19,0,1.00000
18,17,0,0.00000
18,9,0,0.00000
17,19,0,0.00000
17,18,0,0.00000
17,17,0,1.00000
17,16,0,0.00000
17,15,0,0.00000
17,9,0,1.00000
16,19,0,1.00000
16,18,0,1.00000
16,17,0,0.00000
16,16,0,1.00000
16,15,0,1.00000
16,1,0,0.00000
16,0,0,0.00000
15,17,0,1.00000
15,15,0,0.00000
15,14,0,0.00000
15,1,0,1.00000
15,0,0,1.00000
14,19,0,0.00000
14,17,0,0.00000
14,16,0,0.00000
14,15,0,1.00000
14,14,0,1.00000
14,13,0,0.00000
14,10,0,0.00000
14,2,0,0.00000
14,1,0,0.00000
14,0,0,0.00000
13,19,0,1.00000
13,17,0,1.00000
13,16,0,1.00000
13,14,0,0.00000
13,13,0,1.00000
13,10,0,1.00000
13,4,0,0.00000
13,2,0,1.00000
13,1,0,1.00000
13,0,0,1.00000
12,16,0,0.00000
12,15,0,0.00000
12,14,0,1.00000
12,13,0,0.00000
12,4,0,1.00000
12,2,0,0.00000
12,0,0,0.00000
11,16,0,1.00000
11,15,0,1.00000
11,13,0,1.00000
11,2,0,1.00000
11,1,0,0.00000
11,0,0,1.00000
10,14,0,0.00000
10,13,0,0.00000
10,12,0,0.00000
10,2,0,0.00000
10,1,0,1.00000
9,16,0,0.00000
9,14,0,1.00000
9,13,0,1.00000
9,12,0,1.00000
9,2,0,1.00000
8,16,0,1.00000
8,15,0,0.00000
8,14,0,0.00000
8,9,0,0.00000
7,16,0,0.00000
7,13,0,0.00000
7,12,0,0.00000
7,9,0,1.00000
7,8,0,0.00000
7,3,0,0.00000
7,2,0,0.00000
6,17,0,0.00000
6,16,0,1.00000
6,15,0,1.00000
6,13,0,1.00000
6,12,0,1.00000
6,11,0,0.00000
6,10,0,0.00000
6,9,0,0.00000
6,8,0,1.00000
6,7,0,0.00000
6,3,0,1.00000
6,2,0,1.00000
6,1,0,0.00000
5,17,0,1.00000
5,14,0,0.00000
5,13,0,0.00000
5,12,0,0.00000
5,11,0,1.00000
5,10,0,1.00000
5,9,0,1.00000
5,8,0,0.00000
5,6,0,0.00000
5,4,0,0.00000
5,3,0,0.00000
5,2,0,0.00000
5,1,0,1.00000
4,14,0,1.00000
4,13,0,1.00000
4,12,0,1.00000
4,8,0,1.00000
4,7,0,1.00000
4,6,0,1.00000
4,4,0,1.00000
4,3,0,1.00000
4,2,0,1.00000
3,18,0,0.00000
3,15,0,0.00000
3,12,0,0.00000
3,8,0,0.00000
2,18,0,1.00000
2,15,0,1.00000
2,14,0,0.00000
2,12,0,1.00000
2,9,0,0.00000
2,8,0,1.00000
1,18,0,0.00000
1,14,0,1.00000
1,13,0,0.00000
1,12,0,0.00000
1,9,0,1.00000
1,8,0,0.00000
1,0,0,0.00000
0,18,0,1.00000
0,13,0,1.00000
0,12,0,1.00000
0,11,0,0.00000
0,10,0,0.00000
0,8,0,1.00000
0,3,0,0.00000
0,1,0,0.00000
0,0,0,1.00000
00:00:09:240
18,2,0,0.00000
17,2,0,1.00000
6,14,0,1.00000
00:00:09:250
12,3,0,0.00000
11,3,0,1.00000
00:00:09:300
19,18,0,1.00000
19,13,0,1.00000
19,12,0,1.00000
19,11,0,0.00000
19,10,0,0.00000
19,8,0,1.00000
19,3,0,0.00000
19,1,0,0.00000
19,0,0,1.00000
18,19,0,0.00000
18,11,0,1.00000
18,10,0,1.00000
18,3,0,1.00000
18,1,0,1.00000
17,19,0,1.00000
17,17,0,0.00000
17,9,0,0.00000
16,19,0,0.00000
16,18,0,0.00000
16,17,0,1.00000
16,16,0,0.00000
16,15,0,0.00000
16,9,0,1.00000
15,19,0,1.00000
15,18,0,1.00000
15,17,0,0.00000
15,16,0,1.00000
15,15,0,1.00000
15,1,0,0.00000
15,0,0,0.00000
14,17,0,1.00000
14,15,0,0.00000
14,14,0,0.00000
14,1,0,1.00000
14,0,0,1.00000
13,19,0,0.00000
13,17,0,0.00000
13,16,0,0.00000
13,15,0,1.00000
13,14,0,1.00000
13,13,0,0.00000
13,10,0,0.00000
13,2,0,0.00000
13,1,0,0.00000
13,0,0,0.00000
12,19,0,1.00000
12,17,0,1.00000
12,16,0,1.00000
12,14,0,0.00000
12,13,0,1.00000
12,10,0,1.00000
12,4,0,0.00000
12,2,0,1.00000
12,1,0,1.00000
12,0,0,1.00000
11,16,0,0.00000
11,15,0,0.00000
11,14,0,1.00000
11,13,0,0.00000
11,4,0,1.00000
11,2,0,0.00000
11,0,0,0.00000
10,16,0,1.00000
10,15,0,1.00000
10,13,0,1.00000
10,2,0,1.00000
10,1,0,0.00000
10,0,0,1.00000
9,14,0,0.00000
9,13,0,0.00000
9,12,0,0.00000
9,2,0,0.00000
9,1,0,1.00000
8,16,0,0.00000
8,14,0,1.00000
8,13,0,1.00000
8,12,0,1.00000
8,2,0,1.00000
7,16,0,1.00000
7,15,0,0.00000
7,14,0,0.00000
7,9,0,0.00000
6,16,0,0.00000
6,13,0,0.00000
6,12,0,0.00000
6,9,0,1.00000
6,8,0,0.00000
6,3,0,0.00000
6,2,0,0.00000
5,17,0,0.00000
5,16,0,1.00000
5,15,0,1.00000
5,13,0,1.00000
5,12,0,1.00000
5,11,0,0.00000
5,10,0,0.00000
5,9,0,0.00000
5,8,0,1.00000
5,7,0,0.00000
5,3,0,1.00000
5,2,0,1.00000
5,1,0,0.00000
4,17,0,1.00000
4,14,0,0.00000
4,13,0,0.00000
4,12,0,0.00000
4,11,0,1.00000
4,10,0,1.00000
4,9,0,1.00000
4,8,0,0.00000
4,6,0,0.00000
4,4,0,0.00000
4,3,0,0.00000
4,2,0,0.00000
4,1,0,1.00000
3,14,0,1.00000
3,13,0,1.00000
3,12,0,1.00000
3,8,0,1.00000
3,7,0,1.00000
3,6,0,1.00000
3,4,0,1.00000
3,3,0,1.00000
3,2,0,1.00000
2,18,0,0.00000
2,15,0,0.00000
2,12,0,0.00000
2,8,0,0.00000
1,18,0,1.00000
1,15,0,1.00000
1,14,0,0.00000
1,12,0,1.00000
1,9,0,0.00000
1,8,0,1.00000
0,18,0,0.00000
0,14,0,1.00000
0,13,0,0.00000
0,12,0,0.00000
0,9,0,1.00000
0,8,0,0.00000
0,0,0,0.00000
00:00:09:340
17,2,0,0.00000
16,2,0,1.00000
5,14,0,1.00000
00:00:09:350
11,3,0,0.00000
10,3,0,1.00000
00:00:09:400
19,18,0,0.00000
19,14,0,1.00000
19,13,0,0.00000
19,12,0,0.00000
19,9,0,1.00000
19,8,0,0.00000
19,0,0,0.00000
18,18,0,1.00000
18,13,0,1.00000
18,12,0,1.00000
18,11,0,0.00000
18,10,0,0.00000
18,8,0,1.00000
18,3,0,0.00000
18,1,0,0.00000
18,0,0,1.00000
17,19,0,0.00000
17,11,0,1.00000
17,10,0,1.00000
17,3,0,1.00000
17,1,0,1.00000
16,19,0,1.00000
16,17,0,0.00000
16,9,0,0.00000
15,19,0,0.00000
15,18,0,0.00000
15,17,0,1.00000
15,16,0,0.00000
15,15,0,0.00000
15,9,0,1.00000
14,19,0,1.00000
14,18,0,1.00000
14,17,0,0.00000
14,16,0,1.00000
14,15,0,1.00000
14,1,0,0.00000
14,0,0,0.00000
13,17,0,1.00000
13,15,0,0.00000
13,14,0,0.00000
13,1,0,1.00000
13,0,0,1.00000
12,19,0,0.00000
12,17,0,0.00000
12,16,0,0.00000
12,15,0,1.00000
12,14,0,1.00000
12,13,0,0.00000
12,10,0,0.00000
12,2,0,0.00000
12,1,0,0.00000
12,0,0,0.00000
11,19,0,1.00000
11,17,0,1.00000
11,16,0,1.00000
11,14,0,0.00000
11,13,0,1.00000
11,10,0,1.00000
11,4,0,0.00000
11,2,0,1.00000
11,1,0,1.00000
11,0,0,1.00000
10,16,0,0.00000
10,15,0,0.00000
10,14,0,1.00000
10,13,0,0.00000
10,4,0,1.00000
10,2,0,0.00000
10,0,0,0.00000
9,16,0,1.00000
9,15,0,1.00000
9,13,0,1.00000
9,2,0,1.00000
9,1,0,0.00000
9,0,0,1.00000
8,14,0,0.00000
8,13,0,0.00000
8,12,0,0.00000
8,2,0,0.00000
8,1,0,1.00000
7,16,0,0.00000
7,14,0,1.00000
7,13,0,1.00000
7,12,0,1.00000
7,2,0,1.00000
6,16,0,1.00000
6,15,0,0.00000
6,14,0,0.00000
6,9,0,0.00000
5,16,0,0.00000
5,13,0,0.00000
5,12,0,0.00000
5,9,0,1.00000
5,8,0,0.00000
5,3,0,0.00000
5,2,0,0.00000
4,17,0,0.00000
4,16,0,1.00000
4,15,0,1.00000
4,13,0,1.00000
4,12,0,1.00000
4,11,0,0.00000
4,10,0,0.00000
4,9,0,0.00000
4,8,0,1.00000
4,7,0,0.00000
4,3,0,1.00000
4,2,0,1.00000
4,1,0,0.00000
3,17,0,1.00000
3,14,0,0.00000
3,13,0,0.00000
3,12,0,0.00000
3,11,0,1.00000
3,10,0,1.00000
3,9,0,1.00000
3,8,0,0.00000
3,6,0,0.00000
3,4,0,0.00000
3,3,0,0.00000
3,2,0,0.00000
3,1,0,1.00000
2,14,0,1.00000
2,13,0,1.00000
2,12,0,1.00000
2,8,0,1.00000
2,7,0,1.00000
2,6,0,1.00000
2,4,0,1.00000
2,3,0,1.00000
2,2,0,1.00000
1,18,0,0.00000
1,15,0,0.00000
1,12,0,0.00000
1,8,0,0.00000
0,18,0,1.00000
0,15,0,1.00000
0,14,0,0.00000
0,12,0,1.00000
0,9,0,0.00000
0,8,0,1.00000
00:00:09:440
16,2,0,0.00000
15,2,0,1.00000
4,14,0,1.00000
00:00:09:450
10,3,0,0.00000
9,3,0,1.00000
00:00:09:500
19,18,0,1.00000
19,15,0,1.00000
19,14,0,0.00000
19,12,0,1.00000
19,9,0,0.00000
19,8,0,1.00000
18,18,0,0.00000
18,14,0,1.00000
18,13,0,0.00000
18,12,0,0.00000
18,9,0,1.00000
18,8,0,0.00000
18,0,0,0.00000
17,18,0,1.00000
17,13,0,1.00000
17,12,0,1.00000
17,11,0,0.00000
17,10,0,0.00000
17,8,0,1.00000
17,3,0,0.00000
17,1,0,0.00000
17,0,0,1.00000
16,19,0,0.00000
16,11,0,1.00000
16,10,0,1.00000
16,3,0,1.00000
16,1,0,1.00000
15,19,0,1.00000
15,17,0,0.00000
15,9,0,0.00000
14,19,0,0.00000
14,18,0,0.00000
14,17,0,1.00000
14,16,0,0.00000
14,15,0,0.00000
14,9,0,1.00000
13,19,0,1.00000
13,18,0,1.00000
13,17,0,0.00000
13,16,0,1.00000
13,15,0,1.00000
13,1,0,0.00000
13,0,0,0.00000
12,17,0,1.00000
12,15,0,0.00000
12,14,0,0.00000
12,1,0,1.00000
12,0,0,1.00000
11,19,0,0.00000
11,17,0,0.00000
11,16,0,0.00000
11,15,0,1.00000
11,14,0,1.00000
11,13,0,0.00000
11,10,0,0.00000
11,2,0,0.00000
11,1,0,0.00000
11,0,0,0.00000
10,19,0,1.00000
10,17,0,1.00000
10,16,0,1.00000
10,14,0,0.00000
10,13,0,1.00000
10,10,0,1.00000
10,4,0,0.00000
10,2,0,1.00000
10,1,0,1.00000
10,0,0,1.00000
9,16,0,0.00000
9,15,0,0.00000
9,14,0,1.00000
9,13,0,0.00000
9,4,0,1.00000
9,2,0,0.00000
9,0,0,0.00000
8,16,0,1.00000
8,15,0,1.00000
8,13,0,1.00000
8,2,0,1.00000
8,1,0,0.00000
8,0,0,1.00000
7,14,0,0.00000
7,13,0,0.00000
7,12,0,0.00000
7,2,0,0.00000
7,1,0,1.00000
6,16,0,0.00000
6,14,0,1.00000
6,13,0,1.00000
6,12,0,1.00000
6,2,0,1.00000
5,16,0,1.00000
5,15,0,0.00000
5,14,0,0.00000
5,9,0,0.00000
4,16,0,0.00000
4,13,0,0.00000
4,12,0,0.00000
4,9,0,1.00000
4,8,0,0.00000
4,3,0,0.00000
4,2,0,0.00000
3,17,0,0.00000
3,16,0,1.00000
3,15,0,1.00000
3,13,0,1.00000
3,12,0,1.00000
3,11,0,0.00000
3,10,0,0.00000
3,9,0,0.00000
3,8,0,1.00000
3,7,0,0.00000
3,3,0,1.00000
3,2,0,1.00000
3,1,0,0.00000
2,17,0,1.00000
2,14,0,0.00000
2,13,0,0.00000
2,12,0,0.00000
2,11,0,1.00000
2,10,0,1.00000
2,9,0,1.00000
2,8,0,0.00000
2,6,0,0.00000
2,4,0,0.00000
2,3,0,0.00000
2,2,0,0.00000
2,1,0,1.00000
1,14,0,1.00000
1,13,0,1.00000
1,12,0,1.00000
1,8,0,1.00000
1,7,0,1.00000
1,6,0,1.00000
1,4,0,1.00000
1,3,0,1.00000
1,2,0,1.00000
0,18,0,0.00000
0,15,0,0.00000
0,12,0,0.00000
0,8,0,0.00000
00:00:09:540
15,2,0,0.00000
14,2,0,1.00000
3,14,0,1.00000
00:00:09:550
9,3,0,0.00000
8,3,0,1.00000
00:00:09:600
19,18,0,0.00000
19,15,0,0.00000
19,12,0,0.00000
19,8,0,0.00000
18,18,0,1.00000
18,15,0,1.00000
18,14,0,0.00000
18,12,0,1.00000
18,9,0,0.00000
18,8,0,1.00000
17,18,0,0.00000
17,14,0,1.00000
17,13,0,0.00000
17,12,0,0.00000
17,9,0,1.00000
17,8,0,0.00000
17,0,0,0.00000
16,18,0,1.00000
16,13,0,1.00000
16,12,0,1.00000
16,11,0,0.00000
16,10,0,0.00000
16,8,0,1.00000
16,3,0,0.00000
16,1,0,0.00000
16,0,0,1.00000
15,19,0,0.00000
15,11,0,1.00000
15,10,0,1.00000
15,3,0,1.00000
15,1,0,1.00000
14,19,0,1.00000
14,17,0,0.00000
14,9,0,0.00000
13,19,0,0.00000
13,18,0,0.00000
13,17,0,1.00000
13,16,0,0.00000
13,15,0,0.00000
13,9,0,1.00000
12,19,0,1.00000
12,18,0,1.00000
12,17,0,0.00000
12,16,0,1.00000
12,15,0,1.00000
12,1,0,0.00000
12,0,0,0.00000
11,17,0,1.00000
11,15,0,0.00000
11,14,0,0.00000
11,1,0,1.00000
11,0,0,1.00000
10,19,0,0.00000
10,17,0,0.00000
10,16,0,0.00000
10,15,0,1.00000
10,14,0,1.00000
10,13,0,0.00000
10,10,0,0.00000
10,2,0,0.00000
10,1,0,0.00000
10,0,0,0.00000
9,19,0,1.00000
9,17,0,1.00000
9,16,0,1.00000
9,14,0,0.00000
9,13,0,1.00000
9,10,0,1.00000
9,4,0,0.00000
9,2,0,1.00000
9,1,0,1.00000
9,0,0,1.00000
8,16,0,0.00000
8,15,0,0.00000
8,14,0,1.00000
8,13,0,0.00000
8,4,0,1.00000
8,2,0,0.00000
8,0,0,0.00000
7,16,0,1.00000
7,15,0,1.00000
7,13,0,1.00000
7,2,0,1.00000
7,1,0,0.00000
7,0,0,1.00000
6,14,0,0.00000
6,13,0,0.00000
6,12,0,0.00000
6,2,0,0.00000
6,1,0,1.00000
5,16,0,0.00000
5,14,0,1.00000
5,13,0,1.00000
5,12,0,1.00000
5,2,0,1.00000
4,16,0,1.00000
4,15,0,0.00000
4,14,0,0.00000
4,9,0,0.00000
3,16,0,0.00000
